ONT-filename	ONT-sample_ID	ONT-path	ONT-filetype	ONT-library_ID	ONT-library_strategy	ONT-library_source	ONT-library_selection	ONT-library_layout	ONT-platform	ONT-instrument_model	ONT-design_description	ONT-data_type	ONT-shear_method	ONT-size_selection	ONT-seq_kit	ONT-basecaller	ONT-basecaller_version	ONT-basecaller_model	ONT-generator_facility	ONT-generator_contact	ONT-read_N50	ONT-coverage	ONT-100kb+	ONT-200kb+	ONT-300kb+	ONT-400kb+	ONT-500kb+	ONT-1Mb+	ONT-whales	HiFi-sample_ID	HiFi-filename	HiFi-library_ID	HiFi-library_strategy	HiFi-library_source	HiFi-library_selection	HiFi-library_layout	HiFi-platform	HiFi-instrument_model	HiFi-design_description	HiFi-data_type	HiFi-shear_method	HiFi-size_selection	HiFi-ccs_algorithm	HiFi-polymerase_version	HiFi-seq_plate_chemistry_version	HiFi-generator_facility	HiFi-generator_contact	HiFi-notes	HiFi-total_reads	HiFi-total_bp	HiFi-total_Gbp	HiFi-min	HiFi-max	HiFi-quartile_25	HiFi-quartile_50	HiFi-quartile_75	HiFi-N25	HiFi-N50	HiFi-N75	DEEPCONSENSUS-filename	DEEPCONSENSUS-sample_ID	DEEPCONSENSUS-library_ID	DEEPCONSENSUS-library_strategy	DEEPCONSENSUS-library_source	DEEPCONSENSUS-library_selection	DEEPCONSENSUS-library_layout	DEEPCONSENSUS-platform	DEEPCONSENSUS-instrument_model	DEEPCONSENSUS-design_description	DEEPCONSENSUS-data_type	DEEPCONSENSUS-shear_method	DEEPCONSENSUS-size_selection	DEEPCONSENSUS-DeepConsensus_version	DEEPCONSENSUS-polymerase_version	DEEPCONSENSUS-seq_plate_chemistry_version	DEEPCONSENSUS-generator_facility	DEEPCONSENSUS-generator_contact	DEEPCONSENSUS-total_reads	DEEPCONSENSUS-total_bp	DEEPCONSENSUS-total_Gbp	DEEPCONSENSUS-min	DEEPCONSENSUS-max	DEEPCONSENSUS-quartile_25	DEEPCONSENSUS-quartile_50	DEEPCONSENSUS-quartile_75	DEEPCONSENSUS-N25	DEEPCONSENSUS-N50	DEEPCONSENSUS-N75
																														HG02148	"['m64136_200618_202033.ccs.bam' 'm64136_200620_173618.ccs.bam'
 'm64136_200621_234916.ccs.bam' 'm64136_200623_061529.ccs.bam']"	HG02148_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529	[nan nan nan nan]	[nan nan nan nan]	Washington University	tgraves@wustl.edu	[nan nan nan nan]	7020044.0	123243469053.0	123.25	46.0	48076.75	15249.75	16443.75	19205.5	15454.5	16931.75	20361.5																													
																														HG00741	"['m64136_200625_174949.ccs.bam' 'm64136_200627_000247.ccs.bam'
 'm64136_200628_062837.ccs.bam' 'm64136_200629_125431.ccs.bam']"	HG00741_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529	[nan nan nan nan]	[nan nan nan nan]	Washington University	tgraves@wustl.edu	[nan nan nan nan]	4835556.0	119232230465.0	119.23	47.0	49931.25	21658.5	24138.5	27168.0	22221.0	24840.0	28040.0																													
																														HG01071	"['m64136_200702_173125.ccs.bam' 'm64136_200703_234438.ccs.bam'
 'm64136_200705_061033.ccs.bam' 'm64136_200706_123635.ccs.bam']"	HG01071_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529	[nan nan nan nan]	[nan nan nan nan]	Washington University	tgraves@wustl.edu	[nan nan nan nan]	4090855.0	108931802760.0	108.94	45.5	50365.75	23342.75	26135.5	29446.0	23997.75	26924.0	30375.5																													
																														HG00621	"['m64136_200710_174522.ccs.bam' 'm64136_200711_235843.ccs.bam'
 'm64136_200713_062514.ccs.bam' 'm64136_200714_125149.ccs.bam']"	HG00621_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529	[nan nan nan nan]	[nan nan nan nan]	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5570675.0	122495600276.0	122.5	46.0	50292.5	18609.25	20605.0	24341.0	19043.25	21499.5	25935.5																													
																														HG02027	"['m64136_210205_190622.hifi_reads.bam'
 'm64136_210207_012053.hifi_reads.bam'
 'm64136_210209_184241.hifi_reads.bam'
 'm64136_210211_010151.hifi_reads.bam']"	HG02027_lib	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	9.0.0.92188	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	6882884.0	132656499829.0	132.65	51.0	54292.75	17166.0	18547.0	20516.25	17417.0	18930.25	21230.5																													
																														HG02083	"['m64136_210317_200525.hifi_reads.bam'
 'm64136_210319_191015.hifi_reads.bam'
 'm64136_210321_022417.hifi_reads.bam'
 'm64136_210323_162524.hifi_reads.bam']"	HG02083_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	6771141.0	135208661533.0	135.20999999999998	87.75	60862.5	17222.5	18732.5	21935.5	17515.75	19309.75	23141.75																													
																														HG02615	"['m64136_210528_171842.hifi_reads.bam'
 'm64136_210530_004827.hifi_reads.bam'
 'm64136_210531_083342.hifi_reads.bam']"	HG02615_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	5106624.0	98980800388.0	98.99	385.6666666666667	55708.66666666666	16756.666666666668	18552.33333333333	21547.0	17099.0	19236.33333333333	22359.0																													
																														HG01433	"['m64136_210604_175856.hifi_reads.bam'
 'm64136_210606_025622.hifi_reads.bam'
 'm64136_210607_115559.hifi_reads.bam'
 'm64136_210610_203618.hifi_reads.bam']"	HG01433_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5136189.0	112606001878.0	112.6	410.25	59710.75	18522.5	20901.0	24570.25	19055.0	21918.5	25813.75																													
																														HG03831	"['m64136_210612_053350.hifi_reads.bam'
 'm64136_210613_130744.hifi_reads.bam'
 'm64136_210614_204240.hifi_reads.bam'
 'm64136_210618_184849.hifi_reads.bam']"	HG03831_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	4398260.0	95685774965.0	95.68	379.5	57239.0	19472.0	21073.25	23310.0	19758.25	21493.0	23983.5																													
																														HG00609	"['m64136_210620_054327.hifi_reads.bam'
 'm64136_210622_163607.hifi_reads.bam'
 'm64136_210624_033152.hifi_reads.bam']"	HG00609_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	5233445.0	106818117234.0	106.82	298.0	60784.333333333336	17456.333333333332	19193.666666666668	22590.666666666668	17803.666666666668	19934.666666666668	23859.33333333333																													
																														HG01981	"['m64136_210625_184731.hifi_reads.bam'
 'm64136_210627_054246.hifi_reads.bam'
 'm64136_210628_163953.hifi_reads.bam']"	HG01981_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	4697297.0	105381607407.0	105.39	218.66666666666663	61403.0	20068.33333333333	21693.0	23984.0	20338.33333333333	22120.33333333333	24661.33333333333																													
																														HG02280	"['m64136_210716_230343.hifi_reads.bam'
 'm64136_210718_091611.hifi_reads.bam'
 'm64136_210719_201505.hifi_reads.bam']"	HG02280_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	5307881.0	100467062637.0	100.46	306.3333333333333	56438.0	16167.0	18562.33333333333	20949.666666666668	16612.333333333332	19225.666666666668	21620.666666666668																													
																														HG01934	"['m64136_210723_184622.hifi_reads.bam'
 'm64136_210725_054129.hifi_reads.bam'
 'm64136_210726_163800.hifi_reads.bam'
 'm64136_210728_163638.hifi_reads.bam']"	HG01934_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	bc1020 barcoded adapter	4840665.0	99480156897.0	99.48	120.0	56138.75	17345.0	19128.25	23084.0	17718.75	20107.0	24346.75																													
																														HG00408	"['m64136_211111_194404-bc1002.5mc.hifi_reads.bam'
 'm64136_211113_063830-bc1002.5mc.hifi_reads.bam'
 'm64136_211114_164241-bc1002.5mc.hifi_reads.bam']"	HG00408_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	6029700.0	115745305054.0	115.75	114.66666666666669	56838.66666666666	16491.0	17947.0	20937.0	16776.666666666668	18526.666666666668	22338.33333333333																													
																														HG02129	"['m64136_220422_181133-bc1001.5mc.hifi_reads.bam'
 'm64136_220424_050632-bc1001.5mc.hifi_reads.bam'
 'm64136_220426_155627-bc1001.5mc.hifi_reads.bam']"	HG02129_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	5791933.0	111372866552.0	111.37	98.33333333333331	61349.333333333336	16334.666666666666	18830.33333333333	20970.0	16984.666666666668	19365.0	21723.0																													
																														NA20805	"['m64136_220726_203708-bc1020.5mc.hifi_reads.bam'
 'm64136_220728_160902-bc1020.5mc.hifi_reads.bam'
 'm64136_220730_113921-bc1020.5mc.hifi_reads.bam']"	NA20805_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	5821660.0	120376132609.0	120.38	111.0	69637.33333333333	18934.0	20467.666666666668	22222.0	19199.666666666668	20767.0	22577.33333333333																													
																														NA20752	"['m64457e_220827_152226-bc2052.5mc.hifi_reads.bam'
 'm64457e_220829_104034-bc2052.5mc.hifi_reads.bam'
 'm64457e_220831_195843-bc2052.5mc.hifi_reads.bam']"	PG20752.HFSS	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 23kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.3.0	P3.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan]	6508805.0	137287469574.0	137.28	82.33333333333333	60066.66666666666	17889.0	20366.0	23672.33333333333	18497.666666666668	21273.33333333333	24790.666666666668																													
																																																												"['HG00099.m54329U_220825_174247.dc.q20.fastq.gz'
 'HG00099.m54329U_220827_143814.dc.q20.fastq.gz'
 'HG00099.m54329U_220829_095708.dc.q20.fastq.gz']"	HG00099	['PG00099_1.HFSS_dc' 'PG00099_2.HFSS_dc' 'PG00099_2.HFSS_dc']	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	8197728.0	166559881890.0	166.56	196.66666666666663	62248.66666666666	17449.333333333332	19636.33333333333	22651.666666666668	17950.333333333332	20409.33333333333	23637.666666666668
																																																												"['HG00140.m64043_220728_173215.dc.q20.fastq.gz'
 'HG00140.m64136_220715_182717.dc.q20.fastq.gz'
 'HG00140.m64136_220717_152248.dc.q20.fastq.gz'
 'HG00140.m64136_220719_122056.dc.q20.fastq.gz']"	HG00140	HG00140_lib1_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	5807737.0	126611334877.0	126.62	272.5	67774.5	18393.25	20448.5	23623.25	18873.5	21263.0	24996.25
																																																												"['HG00280.m54329U_220901_221341.dc.q20.fastq.gz'
 'HG00280.m64076_220831_191646.dc.q20.fastq.gz'
 'HG00280.m64457e_220825_195635.dc.q20.fastq.gz']"	HG00280	PG00280.HFSS_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	7510548.0	151564344052.0	151.56	95.0	64738.66666666666	17189.666666666668	19452.666666666668	22546.0	17712.333333333332	20266.666666666668	23568.0
																																																												"['HG00323.m64043_220728_173215.dc.q20.fastq.gz'
 'HG00323.m64136_220708_205611.dc.q20.fastq.gz'
 'HG00323.m64136_220710_175208.dc.q20.fastq.gz'
 'HG00323.m64136_220712_144943.dc.q20.fastq.gz']"	HG00323	HG00323_lib1_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	6215164.0	120027730827.0	120.03	368.75	60432.75	16941.5	19105.5	21983.25	17417.0	19893.75	22834.5
																																																												"['HG00408.m64136_211111_194404.dc.q20.fastq.gz'
 'HG00408.m64136_211113_063830.dc.q20.fastq.gz'
 'HG00408.m64136_211114_164241.dc.q20.fastq.gz']"	HG00408	HG00408_lib1_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	6986984.0	134450022475.0	134.45	396.6666666666667	63712.66666666666	16502.333333333332	17981.0	21025.666666666668	16795.666666666668	18577.33333333333	22431.33333333333
																																																												"['HG00558.m54329U_220107_233847.dc.q20.fastq.gz'
 'HG00558.m54329U_220114_143904.dc.q20.fastq.gz'
 'HG00558.m54329U_220116_013607.dc.q20.fastq.gz'
 'HG00558.m64076_220216_013707.dc.q20.fastq.gz']"	HG00558	HG00558.HFSS_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	5926079.0	125476773513.0	125.47	278.25	71413.5	16664.25	20128.25	24542.0	17925.75	21821.25	26578.5
																																																												"['HG00597.m64043_211210_180342.dc.q20.fastq.gz'
 'HG00597.m64043_211212_045901.dc.q20.fastq.gz'
 'HG00597.m64043_211213_155654.dc.q20.fastq.gz'
 'HG00597.m64043_211222_184851.dc.q20.fastq.gz']"	HG00597	HG00597_lib1_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	6699990.0	136188293000.0	136.19	507.5	56623.0	18041.5	19308.5	21024.75	18219.75	19587.75	21423.75
																																																												"['HG00639.m54329U_211222_104516.dc.q20.fastq.gz'
 'HG00639.m54329U_211230_014258.dc.q20.fastq.gz'
 'HG00639.m54329U_211231_123903.dc.q20.fastq.gz'
 'HG00639.m64076_220216_013707.dc.q20.fastq.gz']"	HG00639	HG00639.HFSS_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	6460240.0	129823813816.0	129.82999999999998	171.75	67000.5	15945.5	19211.0	23407.5	17166.75	20847.75	25391.5
																																																												"['HG01074.m54329U_211110_112322.dc.q20.fastq.gz'
 'HG01074.m54329U_211208_005551.dc.q20.fastq.gz'
 'HG01074.m54329U_211211_014820.dc.q20.fastq.gz'
 'HG01074.m54329U_211212_111219.dc.q20.fastq.gz']"	HG01074	"['HG01074_SRE.HFSS_dc' 'HG01074.HFSS2_dc' 'HG01074.HFSS2_dc'
 'HG01074.HFSS2_dc']"	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	7394423.0	143703615375.0	143.7	450.75	65032.5	16286.25	18770.75	22208.25	16957.0	19822.75	23602.25
																																																												"['HG01081.m54329U_211223_214216.dc.q20.fastq.gz'
 'HG01081.m54329U_220101_220852.dc.q20.fastq.gz'
 'HG01081.m54329U_220103_072943.dc.q20.fastq.gz']"	HG01081	HG01081.HFSS_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	6659558.0	131091771689.0	131.09	279.0	73057.66666666667	15295.0	18874.0	23285.33333333333	16788.666666666668	20749.0	25434.666666666668
																																																												"['HG01192.m64043_211124_192057.dc.q20.fastq.gz'
 'HG01192.m64043_211126_061537.dc.q20.fastq.gz'
 'HG01192.m64043_211127_171224.dc.q20.fastq.gz']"	HG01192	HG01192_lib1_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	6658047.0	137542735446.0	137.55	172.66666666666666	61404.66666666666	18097.0	19934.0	22555.666666666668	18485.33333333333	20515.666666666668	23457.666666666668
																																																												"['HG01261.m64043_211222_184851.dc.q20.fastq.gz'
 'HG01261.m64136_211105_181124.dc.q20.fastq.gz'
 'HG01261.m64136_211107_050725.dc.q20.fastq.gz'
 'HG01261.m64136_211108_160613.dc.q20.fastq.gz']"	HG01261	HG01261_lib1_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	6261141.0	132770447728.0	132.76999999999998	641.25	72534.0	18135.25	19746.75	22942.25	18451.0	20395.0	24743.75
																																																												"['HG01975.m64043_211113_003158.dc.q20.fastq.gz'
 'HG01975.m64043_211114_112934.dc.q20.fastq.gz'
 'HG01975.m64043_211115_222749.dc.q20.fastq.gz'
 'HG01975.m64043_211222_184851.dc.q20.fastq.gz']"	HG01975	HG01975_lib1_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	6149540.0	121417620190.0	121.42	487.25	63382.75	17640.0	18930.5	20890.5	17829.25	19280.0	21587.5
																																																												"['HG02015.m64043_210901_164337.dc.q20.fastq.gz'
 'HG02015.m64043_210903_163032.dc.q20.fastq.gz'
 'HG02015.m64043_210905_032603.dc.q20.fastq.gz']"	HG02015	HG02015_lib1_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	6722020.0	125875719290.0	125.87	185.3333333333333	63591.333333333336	16165.666666666666	17675.666666666668	20822.0	16441.0	18346.666666666668	21719.33333333333
																																																												"['HG02040.m64076_220908_204946.dc.q20.fastq.gz'
 'HG02040.m64076_220910_174812.dc.q20.fastq.gz'
 'HG02040.m64076_220912_140850.dc.q20.fastq.gz']"	HG02040	HG02040.HFSS2_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	7337683.0	153044049343.0	153.04	148.0	70604.66666666667	17718.666666666668	20162.0	23486.0	18350.0	21104.33333333333	24657.33333333333
																																																												"['HG02056.m64043_220114_181052.dc.q20.fastq.gz'
 'HG02056.m64136_211118_185339.dc.q20.fastq.gz'
 'HG02056.m64136_211120_043838.dc.q20.fastq.gz'
 'HG02056.m64136_211121_153454.dc.q20.fastq.gz']"	HG02056	HG02056_lib1_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 3	PippinHT	1.2	P2	C2	University of Washington	kmiyamot@uw.edu	6890488.0	138625934903.0	138.62	365.75	61412.75	17836.75	19443.5	21931.75	18199.5	20002.25	22964.25
																																																												"['HG02129.m64136_220422_181133.dc.q20.fastq.gz'
 'HG02129.m64136_220424_050632.dc.q20.fastq.gz'
 'HG02129.m64136_220426_155627.dc.q20.fastq.gz']"	HG02129	HG02129_lib1_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 1	SageELF	1.2	P2	C2	Washington University	tgraves@wustl.edu	6576835.0	126751685854.0	126.76	500.0	71528.66666666667	16363.666666666666	18864.666666666668	21019.0	17043.666666666668	19405.33333333333	21785.0
																																																												"['HG02155.m64043_220728_173215.dc.q20.fastq.gz'
 'HG02155.m64136_220701_181202.dc.q20.fastq.gz'
 'HG02155.m64136_220703_150713.dc.q20.fastq.gz'
 'HG02155.m64136_220705_120453.dc.q20.fastq.gz']"	HG02155	HG02155_lib1_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 1	SageELF	1.2	P2	C2	Washington University	tgraves@wustl.edu	6386518.0	126129002873.0	126.13	362.0	65079.75	16913.75	18800.5	22019.25	17317.25	19594.75	23185.75
																																																												"['HG02165.m64076_220902_143723.dc.q20.fastq.gz'
 'HG02165.m64076_220904_113359.dc.q20.fastq.gz'
 'HG02165.m64076_220906_083112.dc.q20.fastq.gz']"	HG02165	PG02165.HFSS2_dc	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus	unaligned reads	Megaruptor 1	SageELF	1.2	P2	C2	Washington University	tgraves@wustl.edu	7679472.0	157437648340.0	157.44	105.33333333333331	75755.33333333333	17573.666666666668	19881.666666666668	22921.666666666668	18111.0	20679.33333333333	23866.0
