accession	study	bioproject_accession	biosample_accession	library_id	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	shear_method	size_selection	basecaller	basecaller_version	polymerase_version	seq_plate_chemistry_version	generator_facility	generator_contact	__index__filename	total_reads	total_bp	total_gbp	min	max	mean	quartile_25	quartile_50	quartile_75	n25	n50	n75	sample_id	path	production	data_type	notes	coverage	ntsm_score	index_sheet	assembly	deepconsensus_coverage	deepconsensus_filename	deepconsensus_path	ccs_algorithm	mm_tag	primrose_filename	mm_review	mm_remove	lima_version	lima_float_version	cell_type	iso_filename	platform_unit_1	platform_unit_2	barcode	iso_library_id	pbtrim_version	jasmine_version	refine_version	pool	similarity	check-flnc reads	seq_kit	basecaller_model	coverage_over_100kb	coverage_over_200kb	coverage_over_300kb	coverage_over_400kb	coverage_over_500kb	coverage_over_1mb	whales	sequencing_chemistry	library_construction_protocol	read_length	family_id	paternal_id	maternal_id	gender	phenotype	relationship	siblings	second_order	third_order	other_comments	phasing	in_working	manifest_aws_file_size	manifest_download_size	manifest_checksum	manifest_s3_source	manifest_gs_path	slurm_job_id	slurm_task_id	sample_ID	collection
SRR34949627																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00329/raw_data/hic/HG00329-2_FC1_S40_L002_R1_001.fastq.gz																																																																											HG00329	HIC_Y3_Y4_part2_data_table__final.csv
SRR30717325																						HG01442.m64043_201201_182529.dc.q20.fastq.gz																																																																											HG01442	HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20_data_table__final.csv
SRR34949620																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00344/raw_data/hic/HG00344-1_FC3_S29_L002_R2_001.fastq.gz																																																																											HG00344	HIC_Y3_Y4_part2_data_table__final.csv
SRR26304606																						07_20_21_R941_HG03804_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR26313824																						07_20_21_R941_HG02615_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949508																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18565/raw_data/hic/NA18565-1_FC1_S9_L001_R2_001.fastq.gz																																																																											NA18565	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949540																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02668/raw_data/hic/HG02668-2_FC3_S48_L003_R1_001.fastq.gz																																																																											HG02668	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497608																						10_24_23_R1041_HPRC_NA19190_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA19190	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR29497531																						10_24_23_R1041_HPRC_NA19190_4_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA19190	UCSC_HPRC_nanopore_Year4_data_table__final.csv
																						NA19131-2_FC3_S21_L001_R1_001.fastq.gz																																																																												HIC_Y3_Y4_part2_data_table__final.csv
																						HG01374-1_FC1_S35_L003_R1_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949429																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03688/raw_data/hic/HG03688-1_FC3_S67_L004_R1_001.fastq.gz																																																																											HG03688	HIC_Y3_Y4_part2_data_table__final.csv
SRR29483180																						m84046_230724_190043_s1.hifi_reads.bc2096.bam																																																																											HG00258	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
																						NA19099-1_FC1_S1_L001_R2_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR33469104																						11_12_24_R1041_UL_HPRC_HG00706_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG00706	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34949644																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19909/raw_data/hic/NA19909-1_FC4_S54_L003_R2_001.fastq.gz																																																																											NA19909	HIC_Y3_Y4_part2_data_table__final.csv
SRR33616459																						m84081_230628_194051_s3.hifi_reads.bc1015.bam																																																																											NA18612	WUSTL_HPRC_HiFi_Year3_TopUp_data_table__final.csv
																						HG03890-2_FC2_S44_L004_R1_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949563																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00350/raw_data/hic/HG00350-1_FC3_S31_L002_R1_001.fastq.gz																																																																											HG00350	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497594																						09_06_23_R1041_HPRC_HG03108_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG03108	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR31367153																						HG00438_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG00438	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR26313856																						08_25_21_R941_HG04184_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949398																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20827/raw_data/hic/NA20827-2_FC1_S24_L002_R2_001.fastq.gz																																																																											NA20827	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313848																						08_17_21_R941_HG01943_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR30717298																						NA19030.m64136_200610_011635.dc.q20.fastq.gz																																																																											NA19030	HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20_data_table__final.csv
SRR34899850																						HG03372-2_FC1_S14_L002_R1_001.fastq.gz																																																																											HG03372	HPRC-OmniC-100124Pools_data_table__final.csv
SRR31367135																						HG01978_PAK27968_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01978	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR31367164																						12_7_22_R941_HG01891_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01891	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR34949471																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01192/raw_data/hic/HG01192-2_FC2_S82_L004_R2_001.fastq.gz																																																																											HG01192	HIC_Y3_Y4_part2_data_table__final.csv
SRR33469094																						12_02_24_R1041_UL_HPRC_HG03654_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG03654	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR29497438																						10_10_23_R1041_HPRC_NA18523_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA18523	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34949506																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00253/raw_data/hic/HG00253-2_FC1_S34_L002_R2_001.fastq.gz																																																																											HG00253	HIC_Y3_Y4_part2_data_table__final.csv
SRR26545331																						HG02922.m64457e_220902_165459.dc.q20.fastq.gz																																																																											HG02922	HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20_data_table__final.csv
SRR34949418																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18879/raw_data/hic/NA18879-2_FC4_S15_L001_R1_001.fastq.gz																																																																											NA18879	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949385																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20850/raw_data/hic/NA20850-2_FC4_S16_L001_R2_001.fastq.gz																																																																											NA20850	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949618																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00344/raw_data/hic/HG00344-2_FC1_S30_L002_R2_001.fastq.gz																																																																											HG00344	HIC_Y3_Y4_part2_data_table__final.csv
SRR34899869																						HG03343-1_FC1_S17_L002_R1_001.fastq.gz																																																																											HG03343	HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949473																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20827/raw_data/hic/NA20827-1_FC2_S23_L002_R1_001.fastq.gz																																																																											NA20827	HIC_Y3_Y4_part2_data_table__final.csv
SRR31367067																						03_14_23_R941_HG00621_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG00621	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29483064																						m84046_230901_223052_s3.hifi_reads.bc2037.bam																																																																											NA19012	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR33469178																						11_12_24_R1041_UL_HPRC_HG04228_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG04228	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34949561																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00350/raw_data/hic/HG00350-2_FC1_S32_L002_R2_001.fastq.gz																																																																											HG00350	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497448																						01_16_24_R1041_HPRC_HG03919_4_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG03919	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR26313816																						08_10_21_R941_HG04204_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949595																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00235/raw_data/hic/HG00235-2_FC1_S36_L002_R2_001.fastq.gz																																																																											HG00235	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949590																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20282/raw_data/hic/NA20282-1_FC1_S58_L003_R1_001.fastq.gz																																																																											NA20282	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949563																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00350/raw_data/hic/HG00350-1_FC3_S31_L002_R2_001.fastq.gz																																																																											HG00350	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949569																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20762/raw_data/hic/NA20762-1_FC4_S27_L002_R1_001.fastq.gz																																																																											NA20762	HIC_Y3_Y4_part2_data_table__final.csv
SRR33469146																						11_04_24_R1041_UL_HPRC_HG02280_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG02280	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR29497462																						10_17_23_R1041_HPRC_NA19377_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA19377	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR29483125																						m84046_230905_231311_s2.hifi_reads.bc2033.bam																																																																											HG03103	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR33469086																						12_02_24_R1041_UL_HPRC_HG03804_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam																																																																											HG03804	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR31366969																						03_14_23_R941_HG03540_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG03540	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR34949637																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00329/raw_data/hic/HG00329-1_FC1_S39_L002_R1_001.fastq.gz																																																																											HG00329	HIC_Y3_Y4_part2_data_table__final.csv
SRR34899827																						NA19190-2_FC2_S10_L001_R1_001.fastq.gz																																																																											NA19190	HPRC-OmniC-100124Pools_data_table__final.csv
