accession	study	bioproject_accession	biosample_accession	filename	library_ID	library_strategy	library_source	platform	instrument_model	design_description	generator_facility	generator_contact	assembly	data_type	filetype	library_layout	library_selection	shear_method	title	total_bp	coverage	ntsm_score	ntsm_result	total_Gbp	sample_ID
SRR30242336	SRP305758	PRJNA701308	SAMN33758793	HG03209-2_S15_L002_R2_001.fastq.gz	HG03209-2_S15_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03209	12222037317	3.94	0.564085	Similar	12.222037317	HG03209
SRR30242239	SRP305758	PRJNA701308	SAMN33758793	HG03209-2_S15_L003_R2_001.fastq.gz	HG03209-2_S15_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03209	11394635181	3.68	0.51788	Similar	11.394635181	HG03209
SRR30242238	SRP305758	PRJNA701308	SAMN33758793	HG03209-2_S15_L004_R2_001.fastq.gz	HG03209-2_S15_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03209	11779594297	3.8	0.549943	Similar	11.779594297	HG03209
SRR30242237	SRP305758	PRJNA701308	SAMN33621957	HG03225-1_S4_L001_R2_001.fastq.gz	HG03225-1_S4_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03225	13263638492	4.28	0.562888	Similar	13.263638492	HG03225
SRR30242236	SRP305758	PRJNA701308	SAMN33621957	HG03225-1_S4_L002_R2_001.fastq.gz	HG03225-1_S4_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03225	13550869907	4.37	0.566573	Similar	13.550869907	HG03225
SRR30242234	SRP305758	PRJNA701308	SAMN33621957	HG03225-1_S4_L003_R2_001.fastq.gz	HG03225-1_S4_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03225	12981889183	4.19	0.568687	Similar	12.981889183	HG03225
SRR30242233	SRP305758	PRJNA701308	SAMN33621957	HG03225-1_S4_L004_R2_001.fastq.gz	HG03225-1_S4_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03225	13207245038	4.26	0.530182	Similar	13.207245038	HG03225
SRR30242232	SRP305758	PRJNA701308	SAMN33621957	HG03225-2_S12_L001_R2_001.fastq.gz	HG03225-2_S12_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03225	13753000600	4.44	0.578433	Similar	13.7530006	HG03225
SRR30242231	SRP305758	PRJNA701308	SAMN33621957	HG03225-2_S12_L002_R2_001.fastq.gz	HG03225-2_S12_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03225	14080492078	4.54	0.550283	Similar	14.080492078	HG03225
SRR30242230	SRP305758	PRJNA701308	SAMN33621957	HG03225-2_S12_L003_R2_001.fastq.gz	HG03225-2_S12_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03225	13414715840	4.33	0.557953	Similar	13.41471584	HG03225
SRR30242229	SRP305758	PRJNA701308	SAMN33621957	HG03225-2_S12_L004_R2_001.fastq.gz	HG03225-2_S12_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03225	13746864304	4.43	0.566993	Similar	13.746864304	HG03225
SRR30242228	SRP305758	PRJNA701308	SAMN37797109	HG03458-1_S17_L001_R2_001.fastq.gz	HG03458-1_S17_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03458	7342347586	2.37	0.657246	Similar	7.342347586	HG03458
SRR30242227	SRP305758	PRJNA701308	SAMN37797109	HG03458-1_S17_L002_R2_001.fastq.gz	HG03458-1_S17_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03458	7540661411	2.43	0.664157	Similar	7.540661411	HG03458
SRR30242226	SRP305758	PRJNA701308	SAMN37797109	HG03458-1_S17_L003_R2_001.fastq.gz	HG03458-1_S17_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03458	7184028769	2.32	0.634673	Similar	7.184028769	HG03458
SRR30242225	SRP305758	PRJNA701308	SAMN37797109	HG03458-1_S17_L004_R2_001.fastq.gz	HG03458-1_S17_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03458	7354296718	2.37	0.60862	Similar	7.354296718	HG03458
SRR30242223	SRP305758	PRJNA701308	SAMN37797110	HG03470-1_S18_L001_R2_001.fastq.gz	HG03470-1_S18_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03470	11849107556	3.82	0.577085	Similar	11.849107556	HG03470
SRR30242222	SRP305758	PRJNA701308	SAMN37797110	HG03470-1_S18_L002_R2_001.fastq.gz	HG03470-1_S18_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03470	12134176924	3.91	0.552266	Similar	12.134176924	HG03470
SRR30242319	SRP305758	PRJNA701308	SAMN37797110	HG03470-1_S18_L003_R2_001.fastq.gz	HG03470-1_S18_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03470	11633456348	3.75	0.574864	Similar	11.633456348	HG03470
SRR30242318	SRP305758	PRJNA701308	SAMN37797110	HG03470-1_S18_L004_R2_001.fastq.gz	HG03470-1_S18_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03470	11859518640	3.83	0.567967	Similar	11.85951864	HG03470
SRR30242317	SRP305758	PRJNA701308	SAMN37797110	HG03470-2_S26_L001_R2_001.fastq.gz	HG03470-2_S26_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03470	9587299787	3.09	0.593232	Similar	9.587299787	HG03470
SRR30242218	SRP305758	PRJNA701308	SAMN37797110	HG03470-2_S26_L002_R2_001.fastq.gz	HG03470-2_S26_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03470	9824464467	3.17	0.595658	Similar	9.824464467	HG03470
SRR30242217	SRP305758	PRJNA701308	SAMN37797110	HG03470-2_S26_L003_R2_001.fastq.gz	HG03470-2_S26_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03470	9357642820	3.02	0.572006	Similar	9.35764282	HG03470
SRR30242216	SRP305758	PRJNA701308	SAMN37797110	HG03470-2_S26_L004_R2_001.fastq.gz	HG03470-2_S26_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03470	9559639900	3.08	0.579355	Similar	9.5596399	HG03470
SRR30242335	SRP305758	PRJNA701308	SAMN37797111	HG03742-1_S24_L001_R2_001.fastq.gz	HG03742-1_S24_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03742	6753334539	2.18	0.651477	Similar	6.753334539	HG03742
SRR30242334	SRP305758	PRJNA701308	SAMN37797111	HG03742-1_S24_L002_R2_001.fastq.gz	HG03742-1_S24_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03742	7070557687	2.28	0.610281	Similar	7.070557687	HG03742
SRR30242332	SRP305758	PRJNA701308	SAMN37797111	HG03742-1_S24_L003_R2_001.fastq.gz	HG03742-1_S24_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03742	7069350018	2.28	0.655928	Similar	7.069350018	HG03742
SRR30242331	SRP305758	PRJNA701308	SAMN37797111	HG03742-1_S24_L004_R2_001.fastq.gz	HG03742-1_S24_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03742	7012492701	2.26	0.636586	Similar	7.012492701	HG03742
SRR30242330	SRP305758	PRJNA701308	SAMN37797111	HG03742-2_S32_L001_R2_001.fastq.gz	HG03742-2_S32_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03742	18875657885	6.09	0.510251	Similar	18.875657885	HG03742
SRR30242329	SRP305758	PRJNA701308	SAMN37797111	HG03742-2_S32_L002_R2_001.fastq.gz	HG03742-2_S32_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03742	20556396284	6.63	0.52019	Similar	20.556396284	HG03742
SRR30242328	SRP305758	PRJNA701308	SAMN37797111	HG03742-2_S32_L003_R2_001.fastq.gz	HG03742-2_S32_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03742	20565643644	6.63	0.5459	Similar	20.565643644	HG03742
SRR30242327	SRP305758	PRJNA701308	SAMN37797111	HG03742-2_S32_L004_R2_001.fastq.gz	HG03742-2_S32_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03742	20430728922	6.59	0.520253	Similar	20.430728922	HG03742
SRR30242326	SRP305758	PRJNA701308	SAMN37797112	HG03792-1_S19_L001_R2_001.fastq.gz	HG03792-1_S19_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03792	8894046349	2.87	0.620963	Similar	8.894046349	HG03792
SRR30242325	SRP305758	PRJNA701308	SAMN37797112	HG03792-1_S19_L002_R2_001.fastq.gz	HG03792-1_S19_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03792	9758351664	3.15	0.60376	Similar	9.758351664	HG03792
SRR30242324	SRP305758	PRJNA701308	SAMN37797112	HG03792-1_S19_L003_R2_001.fastq.gz	HG03792-1_S19_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03792	9768393628	3.15	0.60274	Similar	9.768393628	HG03792
SRR30242323	SRP305758	PRJNA701308	SAMN37797112	HG03792-1_S19_L004_R2_001.fastq.gz	HG03792-1_S19_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03792	9614885527	3.1	0.602769	Similar	9.614885527	HG03792
SRR30242320	SRP305758	PRJNA701308	SAMN37797112	HG03792-2_S27_L001_R2_001.fastq.gz	HG03792-2_S27_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03792	9122210111	2.94	0.607542	Similar	9.122210111	HG03792
SRR30242316	SRP305758	PRJNA701308	SAMN37797112	HG03792-2_S27_L002_R2_001.fastq.gz	HG03792-2_S27_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03792	10003875652	3.23	0.647329	Similar	10.003875652	HG03792
SRR30242172	SRP305758	PRJNA701308	SAMN37797112	HG03792-2_S27_L003_R2_001.fastq.gz	HG03792-2_S27_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03792	10007585293	3.23	0.620433	Similar	10.007585293	HG03792
SRR30242171	SRP305758	PRJNA701308	SAMN37797112	HG03792-2_S27_L004_R2_001.fastq.gz	HG03792-2_S27_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG03792	9833727946	3.17	0.605631	Similar	9.833727946	HG03792
SRR30242315	SRP305758	PRJNA701308	SAMN33758796	NA18522-1_S8_L001_R2_001.fastq.gz	NA18522-1_S8_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18522	12669946134	4.09	0.574618	Similar	12.669946134	NA18522
SRR30242167	SRP305758	PRJNA701308	SAMN33758796	NA18522-1_S8_L002_R2_001.fastq.gz	NA18522-1_S8_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18522	13094893749	4.22	0.53355	Similar	13.094893749	NA18522
SRR30242166	SRP305758	PRJNA701308	SAMN33758796	NA18522-1_S8_L003_R2_001.fastq.gz	NA18522-1_S8_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18522	12187213960	3.93	0.543095	Similar	12.18721396	NA18522
SRR30242165	SRP305758	PRJNA701308	SAMN33758796	NA18522-1_S8_L004_R2_001.fastq.gz	NA18522-1_S8_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18522	12629954975	4.07	0.591182	Similar	12.629954975	NA18522
SRR30242164	SRP305758	PRJNA701308	SAMN33758796	NA18522-2_S16_L001_R2_001.fastq.gz	NA18522-2_S16_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18522	16312805022	5.26	0.504895	Similar	16.312805022	NA18522
SRR30242163	SRP305758	PRJNA701308	SAMN33758796	NA18522-2_S16_L002_R2_001.fastq.gz	NA18522-2_S16_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18522	16716791220	5.39	0.512093	Similar	16.71679122	NA18522
SRR30242313	SRP305758	PRJNA701308	SAMN33758796	NA18522-2_S16_L003_R2_001.fastq.gz	NA18522-2_S16_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18522	15608095066	5.03	0.55818	Similar	15.608095066	NA18522
SRR30242312	SRP305758	PRJNA701308	SAMN33758796	NA18522-2_S16_L004_R2_001.fastq.gz	NA18522-2_S16_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18522	16149401435	5.21	0.539815	Similar	16.149401435	NA18522
SRR30242159	SRP305758	PRJNA701308	SAMN37797086	NA18570-1_S6_L001_R2_001.fastq.gz	NA18570-1_S6_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18570	11127181174	3.59	0.595608	Similar	11.127181174	NA18570
SRR30242158	SRP305758	PRJNA701308	SAMN37797086	NA18570-1_S6_L002_R2_001.fastq.gz	NA18570-1_S6_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18570	12087460014	3.9	0.578868	Similar	12.087460014	NA18570
SRR30242157	SRP305758	PRJNA701308	SAMN37797086	NA18570-1_S6_L003_R2_001.fastq.gz	NA18570-1_S6_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18570	12106005970	3.91	0.595106	Similar	12.10600597	NA18570
SRR30242156	SRP305758	PRJNA701308	SAMN37797086	NA18570-1_S6_L004_R2_001.fastq.gz	NA18570-1_S6_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18570	11931251919	3.85	0.542617	Similar	11.931251919	NA18570
SRR30242155	SRP305758	PRJNA701308	SAMN37797086	NA18570-2_S14_L001_R2_001.fastq.gz	NA18570-2_S14_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18570	10077433892	3.25	0.609444	Similar	10.077433892	NA18570
SRR30242154	SRP305758	PRJNA701308	SAMN37797086	NA18570-2_S14_L002_R2_001.fastq.gz	NA18570-2_S14_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18570	10832689311	3.49	0.593433	Similar	10.832689311	NA18570
SRR30242153	SRP305758	PRJNA701308	SAMN37797086	NA18570-2_S14_L003_R2_001.fastq.gz	NA18570-2_S14_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18570	10826886349	3.49	0.607336	Similar	10.826886349	NA18570
SRR30242528	SRP305758	PRJNA701308	SAMN37797086	NA18570-2_S14_L004_R2_001.fastq.gz	NA18570-2_S14_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA18570	10674467316	3.44	0.572355	Similar	10.674467316	NA18570
